Split,Week,Player,Position,Team,Opponent,Result,Points,Team_Points,Team_ELO,Opp_ELO,ELO_Diff,Probability,Region,GameTime
7,56,APOLLO,AD Carry,CG ,TSM,1,37.79,19,1064.67,1209.33,-144.661376953125,0.3030664828231371,NA,2723
7,56,APOLLO,AD Carry,CG ,CLG,0,18.28,6,1064.67,1038.15,26.522216796875,0.5380945700868781,NA,2549
7,56,FEBIVEN,Mid,CG ,TSM,1,33.82,19,1064.67,1209.33,-144.661376953125,0.3030664828231371,NA,2723
7,56,FEBIVEN,Mid,CG ,CLG,0,12.63,6,1064.67,1038.15,26.522216796875,0.5380945700868781,NA,2549
7,56,HAKUHO,Support,CG ,TSM,1,31.78,19,1064.67,1209.33,-144.661376953125,0.3030664828231371,NA,2723
7,56,HAKUHO,Support,CG ,CLG,0,8.75,6,1064.67,1038.15,26.522216796875,0.5380945700868781,NA,2549
7,56,LIRA,Jungler,CG ,TSM,1,26.7,19,1064.67,1209.33,-144.661376953125,0.3030664828231371,NA,2723
7,56,LIRA,Jungler,CG ,CLG,0,11.35,6,1064.67,1038.15,26.522216796875,0.5380945700868781,NA,2549
7,56,SOLO,Top,CG ,CLG,0,15.65,6,1064.67,1038.15,26.522216796875,0.5380945700868781,NA,2549
7,56,SOLO,Top,CG ,TSM,1,18.61,19,1064.67,1209.33,-144.661376953125,0.3030664828231371,NA,2723
7,56,BIOFROST,Support,CLG,CG ,1,10.73,23,1038.15,1064.67,-26.522216796875,0.4619054299131219,NA,2549
7,56,BIOFROST,Support,CLG,TL ,0,-0.35,3,1038.15,1018.25,19.8990478515625,0.5286057600137976,NA,1675
7,56,DARSHAN,Top,CLG,TL ,0,3.36,3,1038.15,1018.25,19.8990478515625,0.5286057600137976,NA,1675
7,56,DARSHAN,Top,CLG,CG ,1,19.47,23,1038.15,1064.67,-26.522216796875,0.4619054299131219,NA,2549
7,56,HUHI,Mid,CLG,TL ,0,3.31,3,1038.15,1018.25,19.8990478515625,0.5286057600137976,NA,1675
7,56,HUHI,Mid,CLG,CG ,1,19.54,23,1038.15,1064.67,-26.522216796875,0.4619054299131219,NA,2549
7,56,REIGNOVER,Jungler,CLG,CG ,1,13.87,23,1038.15,1064.67,-26.522216796875,0.4619054299131219,NA,2549
7,56,REIGNOVER,Jungler,CLG,TL ,0,4.33,3,1038.15,1018.25,19.8990478515625,0.5286057600137976,NA,1675
7,56,STIXXAY,AD Carry,CLG,TL ,0,3.74,3,1038.15,1018.25,19.8990478515625,0.5286057600137976,NA,1675
7,56,STIXXAY,AD Carry,CLG,CG ,1,14.7,23,1038.15,1064.67,-26.522216796875,0.4619054299131219,NA,2549
7,56,FLAME,Top,FLY,OPT,1,13.73,16,918.555,936.899,-18.343994140625,0.4736253735845652,NA,2456
7,56,FLAME,Top,FLY,100,0,5.8,0,918.555,1059.48,-140.92620849609375,0.30762707463061606,NA,1729
7,56,KEANE,Mid,FLY,OPT,1,19.21,16,918.555,936.899,-18.343994140625,0.4736253735845652,NA,2456
7,56,KEANE,Mid,FLY,100,0,11.96,0,918.555,1059.48,-140.92620849609375,0.30762707463061606,NA,1729
7,56,KWON,Support,FLY,100,0,4.11,0,918.555,1059.48,-140.92620849609375,0.30762707463061606,NA,1729
7,56,KWON,Support,FLY,OPT,1,14.38,16,918.555,936.899,-18.343994140625,0.4736253735845652,NA,2456
7,56,SANTORIN,Jungler,FLY,OPT,1,9.91,16,918.555,936.899,-18.343994140625,0.4736253735845652,NA,2456
7,56,SANTORIN,Jungler,FLY,100,0,9.64,0,918.555,1059.48,-140.92620849609375,0.30762707463061606,NA,1729
7,56,WILDTURTLE,AD Carry,FLY,100,0,6.68,0,918.555,1059.48,-140.92620849609375,0.30762707463061606,NA,1729
7,56,WILDTURTLE,AD Carry,FLY,OPT,1,14.15,16,918.555,936.899,-18.343994140625,0.4736253735845652,NA,2456
7,56,BROXAH,Jungler,FNC,H2K,1,20.97,19,1214.52,1064.38,150.1490478515625,0.7035639782454689,EU,1621
7,56,BROXAH,Jungler,FNC,VIT,1,30.59,20,1214.52,1057.81,156.716552734375,0.7113876365245894,EU,1511
7,56,BWIPO,Top,FNC,H2K,1,33.37,19,1214.52,1064.38,150.1490478515625,0.7035639782454689,EU,1621
7,56,BWIPO,Top,FNC,VIT,1,37.08,20,1214.52,1057.81,156.716552734375,0.7113876365245894,EU,1511
7,56,CAPS,Mid,FNC,VIT,1,28.22,20,1214.52,1057.81,156.716552734375,0.7113876365245894,EU,1511
7,56,CAPS,Mid,FNC,H2K,1,27.04,19,1214.52,1064.38,150.1490478515625,0.7035639782454689,EU,1621
7,56,HYLISSANG,Support,FNC,H2K,1,25.03,19,1214.52,1064.38,150.1490478515625,0.7035639782454689,EU,1621
7,56,HYLISSANG,Support,FNC,VIT,1,27.46,20,1214.52,1057.81,156.716552734375,0.7113876365245894,EU,1511
7,56,SOAZ,Top,FNC,H2K,1,23.42,19,1214.52,1064.38,150.1490478515625,0.7035639782454689,EU,1621
7,56,SOAZ,Top,FNC,VIT,1,23.01,20,1214.52,1057.81,156.716552734375,0.7113876365245894,EU,1511
7,56,ALTEC,AD Carry,FOX,OPT,0,8.89,6,1032.79,936.899,95.89227294921875,0.6345995502307156,NA,2329
7,56,ALTEC,AD Carry,FOX,GGS,1,31.79,15,1032.79,915.568,117.22369384765625,0.6625757443500173,NA,2080
7,56,DARDOCH,Jungler,FOX,GGS,1,30.22,15,1032.79,915.568,117.22369384765625,0.6625757443500173,NA,2080
7,56,DARDOCH,Jungler,FOX,OPT,0,11.41,6,1032.79,936.899,95.89227294921875,0.6345995502307156,NA,2329
7,56,FENG,Support,FOX,OPT,0,11.09,6,1032.79,936.899,95.89227294921875,0.6345995502307156,NA,2329
7,56,FENG,Support,FOX,GGS,1,21.71,15,1032.79,915.568,117.22369384765625,0.6625757443500173,NA,2080
7,56,FENIX,Mid,FOX,OPT,0,13.91,6,1032.79,936.899,95.89227294921875,0.6345995502307156,NA,2329
7,56,FENIX,Mid,FOX,GGS,1,29.73,15,1032.79,915.568,117.22369384765625,0.6625757443500173,NA,2080
7,56,HUNI,Top,FOX,OPT,0,16.42,6,1032.79,936.899,95.89227294921875,0.6345995502307156,NA,2329
7,56,HUNI,Top,FOX,GGS,1,27.61,15,1032.79,915.568,117.22369384765625,0.6625757443500173,NA,2080
7,56,HJARNAN,AD Carry,G2 ,H2K,1,24.88,20,1215.29,1064.38,150.91845703125,0.7044868801457119,EU,1405
7,56,HJARNAN,AD Carry,G2 ,S04,1,17.38,19,1215.29,989.896,225.39727783203125,0.7854124246570755,EU,1605
7,56,JANKOS,Jungler,G2 ,S04,1,21.1,19,1215.29,989.896,225.39727783203125,0.7854124246570755,EU,1605
7,56,JANKOS,Jungler,G2 ,H2K,1,21.93,20,1215.29,1064.38,150.91845703125,0.7044868801457119,EU,1405
7,56,PERKZ,Mid,G2 ,S04,1,47.04,19,1215.29,989.896,225.39727783203125,0.7854124246570755,EU,1605
7,56,PERKZ,Mid,G2 ,H2K,1,29.96,20,1215.29,1064.38,150.91845703125,0.7044868801457119,EU,1405
7,56,WADID,Support,G2 ,H2K,1,21.4,20,1215.29,1064.38,150.91845703125,0.7044868801457119,EU,1405
7,56,WADID,Support,G2 ,S04,1,13.01,19,1215.29,989.896,225.39727783203125,0.7854124246570755,EU,1605
7,56,WUNDER,Top,G2 ,S04,1,25.33,19,1215.29,989.896,225.39727783203125,0.7854124246570755,EU,1605
7,56,WUNDER,Top,G2 ,H2K,1,19.26,20,1215.29,1064.38,150.91845703125,0.7044868801457119,EU,1405
7,56,CONTRACTZ,Jungler,GGS,C9 ,1,21.53,14,915.568,1101.61,-186.04412841796875,0.25522130446681374,NA,2955
7,56,CONTRACTZ,Jungler,GGS,FOX,0,15.84,6,915.568,1032.79,-117.22369384765625,0.33742425564998274,NA,2080
7,56,DEFTLY,AD Carry,GGS,FOX,0,9.06,6,915.568,1032.79,-117.22369384765625,0.33742425564998274,NA,2080
7,56,DEFTLY,AD Carry,GGS,C9 ,1,24.56,14,915.568,1101.61,-186.04412841796875,0.25522130446681374,NA,2955
7,56,LOURLO,Top,GGS,C9 ,1,20.28,14,915.568,1101.61,-186.04412841796875,0.25522130446681374,NA,2955
7,56,LOURLO,Top,GGS,FOX,0,16.44,6,915.568,1032.79,-117.22369384765625,0.33742425564998274,NA,2080
7,56,MATT,Support,GGS,C9 ,1,22.83,14,915.568,1101.61,-186.04412841796875,0.25522130446681374,NA,2955
7,56,MATT,Support,GGS,FOX,0,3.73,6,915.568,1032.79,-117.22369384765625,0.33742425564998274,NA,2080
7,56,MICKEY,Mid,GGS,FOX,0,20.44,6,915.568,1032.79,-117.22369384765625,0.33742425564998274,NA,2080
7,56,MICKEY,Mid,GGS,C9 ,1,25.55,14,915.568,1101.61,-186.04412841796875,0.25522130446681374,NA,2955
7,56,BETSY,Mid,GIA,MSF,0,14.68,5,945.934,1060.55,-114.6156005859375,0.34078893587896014,EU,2020
7,56,BETSY,Mid,GIA,UOL,0,10.67,2,945.934,1010.98,-65.04193115234375,0.40747549069588435,EU,1647
7,56,DJOKO,Jungler,GIA,MSF,0,6.57,5,945.934,1060.55,-114.6156005859375,0.34078893587896014,EU,2020
7,56,DJOKO,Jungler,GIA,UOL,0,12.8,2,945.934,1010.98,-65.04193115234375,0.40747549069588435,EU,1647
7,56,RUIN,Top,GIA,MSF,0,2.39,5,945.934,1060.55,-114.6156005859375,0.34078893587896014,EU,2020
7,56,RUIN,Top,GIA,UOL,0,7.61,2,945.934,1010.98,-65.04193115234375,0.40747549069588435,EU,1647
7,56,SIRNUKESALOT,Support,GIA,MSF,0,7.72,5,945.934,1060.55,-114.6156005859375,0.34078893587896014,EU,2020
7,56,SIRNUKESALOT,Support,GIA,UOL,0,6.71,2,945.934,1010.98,-65.04193115234375,0.40747549069588435,EU,1647
7,56,STEEELBACK,AD Carry,GIA,UOL,0,14.74,2,945.934,1010.98,-65.04193115234375,0.40747549069588435,EU,1647
7,56,STEEELBACK,AD Carry,GIA,MSF,0,8.5,5,945.934,1060.55,-114.6156005859375,0.34078893587896014,EU,2020
7,56,PROMISQ,Support,H2K,G2 ,0,3.15,1,1064.38,1215.29,-150.91845703125,0.2955131198542882,EU,1405
7,56,PROMISQ,Support,H2K,FNC,0,3.37,2,1064.38,1214.52,-150.1490478515625,0.29643602175453115,EU,1621
7,56,SELFIE,Mid,H2K,G2 ,0,3.18,1,1064.38,1215.29,-150.91845703125,0.2955131198542882,EU,1405
7,56,SELFIE,Mid,H2K,FNC,0,7.39,2,1064.38,1214.52,-150.1490478515625,0.29643602175453115,EU,1621
7,56,SHERIFF,AD Carry,H2K,G2 ,0,5.34,1,1064.38,1215.29,-150.91845703125,0.2955131198542882,EU,1405
7,56,SHERIFF,AD Carry,H2K,FNC,0,3.23,2,1064.38,1214.52,-150.1490478515625,0.29643602175453115,EU,1621
7,56,SHOOK,Jungler,H2K,G2 ,0,3.14,1,1064.38,1215.29,-150.91845703125,0.2955131198542882,EU,1405
7,56,SHOOK,Jungler,H2K,FNC,0,3.38,2,1064.38,1214.52,-150.1490478515625,0.29643602175453115,EU,1621
7,56,SMITTYJ,Top,H2K,G2 ,0,5.85,1,1064.38,1215.29,-150.91845703125,0.2955131198542882,EU,1405
7,56,SMITTYJ,Top,H2K,FNC,0,2.6,2,1064.38,1214.52,-150.1490478515625,0.29643602175453115,EU,1621
7,56,ALPHARI,Top,MSF,SPY,1,34.38,19,1060.55,1098.14,-37.592041015625,0.44611083260197054,EU,2320
7,56,ALPHARI,Top,MSF,GIA,1,26.76,20,1060.55,945.934,114.6156005859375,0.6592110641210398,EU,2020
7,56,HANS SAMA,AD Carry,MSF,SPY,1,29.28,19,1060.55,1098.14,-37.592041015625,0.44611083260197054,EU,2320
7,56,HANS SAMA,AD Carry,MSF,GIA,1,23.54,20,1060.55,945.934,114.6156005859375,0.6592110641210398,EU,2020
7,56,MAXLORE,Jungler,MSF,GIA,1,30.82,20,1060.55,945.934,114.6156005859375,0.6592110641210398,EU,2020
7,56,MAXLORE,Jungler,MSF,SPY,1,21.46,19,1060.55,1098.14,-37.592041015625,0.44611083260197054,EU,2320
7,56,MIKYX,Support,MSF,GIA,1,25.63,20,1060.55,945.934,114.6156005859375,0.6592110641210398,EU,2020
7,56,MIKYX,Support,MSF,SPY,1,25.33,19,1060.55,1098.14,-37.592041015625,0.44611083260197054,EU,2320
7,56,SENCUX,Mid,MSF,GIA,1,32.58,20,1060.55,945.934,114.6156005859375,0.6592110641210398,EU,2020
7,56,SENCUX,Mid,MSF,SPY,1,30.67,19,1060.55,1098.14,-37.592041015625,0.44611083260197054,EU,2320
7,56,AKAADIAN,Jungler,OPT,FLY,0,15.46,11,936.899,918.555,18.343994140625,0.5263746264154349,NA,2456
7,56,AKAADIAN,Jungler,OPT,FOX,1,8.96,18,936.899,1032.79,-95.89227294921875,0.36540044976928454,NA,2329
7,56,ALLORIM,Top,OPT,FLY,0,16.92,11,936.899,918.555,18.343994140625,0.5263746264154349,NA,2456
7,56,ALLORIM,Top,OPT,FOX,1,25.37,18,936.899,1032.79,-95.89227294921875,0.36540044976928454,NA,2329
7,56,ARROW,AD Carry,OPT,FLY,0,24.03,11,936.899,918.555,18.343994140625,0.5263746264154349,NA,2456
7,56,ARROW,AD Carry,OPT,FOX,1,20.42,18,936.899,1032.79,-95.89227294921875,0.36540044976928454,NA,2329
7,56,BIG,Support,OPT,FLY,0,20.78,11,936.899,918.555,18.343994140625,0.5263746264154349,NA,2456
7,56,BIG,Support,OPT,FOX,1,10.48,18,936.899,1032.79,-95.89227294921875,0.36540044976928454,NA,2329
7,56,POWEROFEVIL,Mid,OPT,FOX,1,22.51,18,936.899,1032.79,-95.89227294921875,0.36540044976928454,NA,2329
7,56,POWEROFEVIL,Mid,OPT,FLY,0,21.11,11,936.899,918.555,18.343994140625,0.5263746264154349,NA,2456
7,56,BLANC,Mid,ROC,VIT,1,28.54,14,986.652,1057.81,-71.15582275390625,0.3990066366388821,EU,2786
7,56,BLANC,Mid,ROC,S04,0,5.81,1,986.652,989.896,-3.2445068359375,0.49533091505245036,EU,2465
7,56,HEAQ,AD Carry,ROC,S04,0,13.94,1,986.652,989.896,-3.2445068359375,0.49533091505245036,EU,2465
7,56,HEAQ,AD Carry,ROC,VIT,1,26.22,14,986.652,1057.81,-71.15582275390625,0.3990066366388821,EU,2786
7,56,MEMENTO,Jungler,ROC,S04,0,8.78,1,986.652,989.896,-3.2445068359375,0.49533091505245036,EU,2465
7,56,MEMENTO,Jungler,ROC,VIT,1,36.02,14,986.652,1057.81,-71.15582275390625,0.3990066366388821,EU,2786
7,56,NORSKEREN,Support,ROC,S04,0,4.19,1,986.652,989.896,-3.2445068359375,0.49533091505245036,EU,2465
7,56,NORSKEREN,Support,ROC,VIT,1,10.8,14,986.652,1057.81,-71.15582275390625,0.3990066366388821,EU,2786
7,56,PROFIT,Top,ROC,S04,0,7.97,1,986.652,989.896,-3.2445068359375,0.49533091505245036,EU,2465
7,56,PROFIT,Top,ROC,VIT,1,21.57,14,986.652,1057.81,-71.15582275390625,0.3990066366388821,EU,2786
7,56,AMAZING,Jungler,S04,ROC,1,15.07,21,989.896,986.652,3.2445068359375,0.5046690849475495,EU,2465
7,56,AMAZING,Jungler,S04,G2 ,0,6.33,3,989.896,1215.29,-225.39727783203125,0.21458757534292447,EU,1605
7,56,NUKEDUCK,Mid,S04,G2 ,0,6.1,3,989.896,1215.29,-225.39727783203125,0.21458757534292447,EU,1605
7,56,NUKEDUCK,Mid,S04,ROC,1,25.39,21,989.896,986.652,3.2445068359375,0.5046690849475495,EU,2465
7,56,UPSET,AD Carry,S04,ROC,1,20.15,21,989.896,986.652,3.2445068359375,0.5046690849475495,EU,2465
7,56,UPSET,AD Carry,S04,G2 ,0,10.69,3,989.896,1215.29,-225.39727783203125,0.21458757534292447,EU,1605
7,56,VANDER,Support,S04,G2 ,0,7.39,3,989.896,1215.29,-225.39727783203125,0.21458757534292447,EU,1605
7,56,VANDER,Support,S04,ROC,1,19.73,21,989.896,986.652,3.2445068359375,0.5046690849475495,EU,2465
7,56,VIZICSACSI,Top,S04,G2 ,0,1.76,3,989.896,1215.29,-225.39727783203125,0.21458757534292447,EU,1605
7,56,VIZICSACSI,Top,S04,ROC,1,21.11,21,989.896,986.652,3.2445068359375,0.5046690849475495,EU,2465
7,56,KASING,Support,SPY,UOL,0,2.61,1,1098.14,1010.98,87.16571044921875,0.6228742963819387,EU,1581
7,56,KASING,Support,SPY,MSF,0,1.74,4,1098.14,1060.55,37.592041015625,0.5538891673980295,EU,2320
7,56,KOBBE,AD Carry,SPY,UOL,0,5.7,1,1098.14,1010.98,87.16571044921875,0.6228742963819387,EU,1581
7,56,KOBBE,AD Carry,SPY,MSF,0,6.56,4,1098.14,1060.55,37.592041015625,0.5538891673980295,EU,2320
7,56,NISQY,Mid,SPY,UOL,0,3.93,1,1098.14,1010.98,87.16571044921875,0.6228742963819387,EU,1581
7,56,NISQY,Mid,SPY,MSF,0,11.57,4,1098.14,1060.55,37.592041015625,0.5538891673980295,EU,2320
7,56,ODOAMNE,Top,SPY,MSF,0,5.76,4,1098.14,1060.55,37.592041015625,0.5538891673980295,EU,2320
7,56,ODOAMNE,Top,SPY,UOL,0,4.93,1,1098.14,1010.98,87.16571044921875,0.6228742963819387,EU,1581
7,56,XERXE,Jungler,SPY,UOL,0,1.65,1,1098.14,1010.98,87.16571044921875,0.6228742963819387,EU,1581
7,56,XERXE,Jungler,SPY,MSF,0,5.9,4,1098.14,1060.55,37.592041015625,0.5538891673980295,EU,2320
7,56,DOUBLELIFT,AD Carry,TL ,CLG,1,17.88,20,1018.25,1038.15,-19.8990478515625,0.47139423998620233,NA,1675
7,56,DOUBLELIFT,AD Carry,TL ,TSM,1,13.63,18,1018.25,1209.33,-191.0826416015625,0.24974736956259694,NA,1810
7,56,IMPACT,Top,TL ,TSM,1,15.8,18,1018.25,1209.33,-191.0826416015625,0.24974736956259694,NA,1810
7,56,IMPACT,Top,TL ,CLG,1,20.93,20,1018.25,1038.15,-19.8990478515625,0.47139423998620233,NA,1675
7,56,OLLEH,Support,TL ,CLG,1,8.7,20,1018.25,1038.15,-19.8990478515625,0.47139423998620233,NA,1675
7,56,OLLEH,Support,TL ,TSM,1,11.74,18,1018.25,1209.33,-191.0826416015625,0.24974736956259694,NA,1810
7,56,POBELTER,Mid,TL ,TSM,1,11.17,18,1018.25,1209.33,-191.0826416015625,0.24974736956259694,NA,1810
7,56,POBELTER,Mid,TL ,CLG,1,19.34,20,1018.25,1038.15,-19.8990478515625,0.47139423998620233,NA,1675
7,56,XMITHIE,Jungler,TL ,CLG,1,13.13,20,1018.25,1038.15,-19.8990478515625,0.47139423998620233,NA,1675
7,56,XMITHIE,Jungler,TL ,TSM,1,9.42,18,1018.25,1209.33,-191.0826416015625,0.24974736956259694,NA,1810
7,56,BJERGSEN,Mid,TSM,CG ,0,7.47,9,1209.33,1064.67,144.661376953125,0.696933517176863,NA,2723
7,56,BJERGSEN,Mid,TSM,TL ,0,5.02,1,1209.33,1018.25,191.0826416015625,0.7502526304374032,NA,1810
7,56,GRIG,Jungler,TSM,TL ,0,4.96,1,1209.33,1018.25,191.0826416015625,0.7502526304374032,NA,1810
7,56,GRIG,Jungler,TSM,CG ,0,7.14,9,1209.33,1064.67,144.661376953125,0.696933517176863,NA,2723
7,56,HAUNTZER,Top,TSM,TL ,0,1.37,1,1209.33,1018.25,191.0826416015625,0.7502526304374032,NA,1810
7,56,HAUNTZER,Top,TSM,CG ,0,10.82,9,1209.33,1064.67,144.661376953125,0.696933517176863,NA,2723
7,56,MITHY,Support,TSM,TL ,0,0.23,1,1209.33,1018.25,191.0826416015625,0.7502526304374032,NA,1810
7,56,MITHY,Support,TSM,CG ,0,3.26,9,1209.33,1064.67,144.661376953125,0.696933517176863,NA,2723
7,56,ZVEN,AD Carry,TSM,CG ,0,12.86,9,1209.33,1064.67,144.661376953125,0.696933517176863,NA,2723
7,56,ZVEN,AD Carry,TSM,TL ,0,4.26,1,1209.33,1018.25,191.0826416015625,0.7502526304374032,NA,1810
7,56,EXILEH,Mid,UOL,SPY,1,6.65,20,1010.98,1098.14,-87.16571044921875,0.37712570361806136,EU,1581
7,56,EXILEH,Mid,UOL,GIA,1,16.41,17,1010.98,945.934,65.04193115234375,0.5925245093041157,EU,1647
7,56,KOLD,Jungler,UOL,SPY,1,15.0,20,1010.98,1098.14,-87.16571044921875,0.37712570361806136,EU,1581
7,56,KOLD,Jungler,UOL,GIA,1,14.95,17,1010.98,945.934,65.04193115234375,0.5925245093041157,EU,1647
7,56,SAMUX,AD Carry,UOL,SPY,1,16.02,20,1010.98,1098.14,-87.16571044921875,0.37712570361806136,EU,1581
7,56,SAMUX,AD Carry,UOL,GIA,1,8.69,17,1010.98,945.934,65.04193115234375,0.5925245093041157,EU,1647
7,56,TOTORO,Support,UOL,GIA,1,7.43,17,1010.98,945.934,65.04193115234375,0.5925245093041157,EU,1647
7,56,TOTORO,Support,UOL,SPY,1,16.47,20,1010.98,1098.14,-87.16571044921875,0.37712570361806136,EU,1581
7,56,WHITEKNIGHT,Top,UOL,SPY,1,8.96,20,1010.98,1098.14,-87.16571044921875,0.37712570361806136,EU,1581
7,56,WHITEKNIGHT,Top,UOL,GIA,1,14.5,17,1010.98,945.934,65.04193115234375,0.5925245093041157,EU,1647
7,56,ATTILA,AD Carry,VIT,ROC,0,17.56,19,1057.81,986.652,71.15582275390625,0.6009933633611179,EU,2786
7,56,ATTILA,AD Carry,VIT,FNC,0,1.49,0,1057.81,1214.52,-156.716552734375,0.2886123634754105,EU,1511
7,56,CABOCHARD,Top,VIT,FNC,0,-0.83,0,1057.81,1214.52,-156.716552734375,0.2886123634754105,EU,1511
7,56,CABOCHARD,Top,VIT,ROC,0,19.89,19,1057.81,986.652,71.15582275390625,0.6009933633611179,EU,2786
7,56,GILIUS,Jungler,VIT,FNC,0,3.47,0,1057.81,1214.52,-156.716552734375,0.2886123634754105,EU,1511
7,56,GILIUS,Jungler,VIT,ROC,0,16.61,19,1057.81,986.652,71.15582275390625,0.6009933633611179,EU,2786
7,56,JACTROLL,Support,VIT,FNC,0,0.82,0,1057.81,1214.52,-156.716552734375,0.2886123634754105,EU,1511
7,56,JACTROLL,Support,VIT,ROC,0,13.23,19,1057.81,986.652,71.15582275390625,0.6009933633611179,EU,2786
7,56,JIIZUKE,Mid,VIT,FNC,0,3.25,0,1057.81,1214.52,-156.716552734375,0.2886123634754105,EU,1511
7,56,JIIZUKE,Mid,VIT,ROC,0,16.14,19,1057.81,986.652,71.15582275390625,0.6009933633611179,EU,2786
7,57,APHROMOO,Support,100,CG ,1,23.33,20,1087.26,1069.76,17.5003662109375,0.5251637736733572,NA,3073
7,57,APHROMOO,Support,100,OPT,1,11.03,20,1087.26,940.363,146.893798828125,0.6996409491727934,NA,1897
7,57,CODY SUN,AD Carry,100,OPT,1,14.71,20,1087.26,940.363,146.893798828125,0.6996409491727934,NA,1897
7,57,CODY SUN,AD Carry,100,CG ,1,29.68,20,1087.26,1069.76,17.5003662109375,0.5251637736733572,NA,3073
7,57,METEOS,Jungler,100,CG ,1,18.37,20,1087.26,1069.76,17.5003662109375,0.5251637736733572,NA,3073
7,57,METEOS,Jungler,100,OPT,1,10.42,20,1087.26,940.363,146.893798828125,0.6996409491727934,NA,1897
7,57,RYU,Mid,100,CG ,1,30.19,20,1087.26,1069.76,17.5003662109375,0.5251637736733572,NA,3073
7,57,RYU,Mid,100,OPT,1,9.76,20,1087.26,940.363,146.893798828125,0.6996409491727934,NA,1897
7,57,SSUMDAY,Top,100,CG ,1,38.27,20,1087.26,1069.76,17.5003662109375,0.5251637736733572,NA,3073
7,57,SSUMDAY,Top,100,OPT,1,19.45,20,1087.26,940.363,146.893798828125,0.6996409491727934,NA,1897
7,57,GOLDENGLUE,Mid,C9 ,TSM,0,18.47,14,1059.85,1163.02,-103.1761474609375,0.35573371947680843,NA,2469
7,57,GOLDENGLUE,Mid,C9 ,FOX,0,20.05,10,1059.85,1023.28,36.56634521484375,0.5524297589357807,NA,2237
7,57,JENSEN,Mid,C9 ,TSM,0,21.74,14,1059.85,1163.02,-103.1761474609375,0.35573371947680843,NA,2469
7,57,JENSEN,Mid,C9 ,FOX,0,21.81,10,1059.85,1023.28,36.56634521484375,0.5524297589357807,NA,2237
7,57,LICORICE,Top,C9 ,TSM,0,5.92,14,1059.85,1163.02,-103.1761474609375,0.35573371947680843,NA,2469
7,57,LICORICE,Top,C9 ,FOX,0,29.29,10,1059.85,1023.28,36.56634521484375,0.5524297589357807,NA,2237
7,57,SMOOTHIE,Support,C9 ,TSM,0,17.67,14,1059.85,1163.02,-103.1761474609375,0.35573371947680843,NA,2469
7,57,SMOOTHIE,Support,C9 ,FOX,0,14.22,10,1059.85,1023.28,36.56634521484375,0.5524297589357807,NA,2237
7,57,SVENSKEREN,Jungler,C9 ,FOX,0,15.97,10,1059.85,1023.28,36.56634521484375,0.5524297589357807,NA,2237
7,57,SVENSKEREN,Jungler,C9 ,TSM,0,18.59,14,1059.85,1163.02,-103.1761474609375,0.35573371947680843,NA,2469
7,57,APOLLO,AD Carry,CG ,TL ,1,19.15,16,1069.76,1059.18,10.5806884765625,0.5152221292163844,NA,1922
7,57,APOLLO,AD Carry,CG ,100,0,19.37,12,1069.76,1087.26,-17.5003662109375,0.47483622632664285,NA,3073
7,57,FEBIVEN,Mid,CG ,100,0,17.02,12,1069.76,1087.26,-17.5003662109375,0.47483622632664285,NA,3073
7,57,FEBIVEN,Mid,CG ,TL ,1,14.05,16,1069.76,1059.18,10.5806884765625,0.5152221292163844,NA,1922
7,57,HAKUHO,Support,CG ,100,0,5.48,12,1069.76,1087.26,-17.5003662109375,0.47483622632664285,NA,3073
7,57,HAKUHO,Support,CG ,TL ,1,18.25,16,1069.76,1059.18,10.5806884765625,0.5152221292163844,NA,1922
7,57,LIRA,Jungler,CG ,100,0,12.92,12,1069.76,1087.26,-17.5003662109375,0.47483622632664285,NA,3073
7,57,LIRA,Jungler,CG ,TL ,1,12.93,16,1069.76,1059.18,10.5806884765625,0.5152221292163844,NA,1922
7,57,SOLO,Top,CG ,TL ,1,12.24,16,1069.76,1059.18,10.5806884765625,0.5152221292163844,NA,1922
7,57,SOLO,Top,CG ,100,0,6.1,12,1069.76,1087.26,-17.5003662109375,0.47483622632664285,NA,3073
7,57,BIOFROST,Support,CLG,OPT,1,16.98,18,1038.45,940.363,98.0919189453125,0.6375306593483976,NA,2012
7,57,BIOFROST,Support,CLG,FLY,0,13.21,6,1038.45,925.555,112.899169921875,0.6569878969413945,NA,2400
7,57,DARSHAN,Top,CLG,OPT,1,23.46,18,1038.45,940.363,98.0919189453125,0.6375306593483976,NA,2012
7,57,DARSHAN,Top,CLG,FLY,0,11.3,6,1038.45,925.555,112.899169921875,0.6569878969413945,NA,2400
7,57,HUHI,Mid,CLG,FLY,0,14.35,6,1038.45,925.555,112.899169921875,0.6569878969413945,NA,2400
7,57,HUHI,Mid,CLG,OPT,1,24.51,18,1038.45,940.363,98.0919189453125,0.6375306593483976,NA,2012
7,57,REIGNOVER,Jungler,CLG,FLY,0,18.06,6,1038.45,925.555,112.899169921875,0.6569878969413945,NA,2400
7,57,REIGNOVER,Jungler,CLG,OPT,1,16.89,18,1038.45,940.363,98.0919189453125,0.6375306593483976,NA,2012
7,57,STIXXAY,AD Carry,CLG,FLY,0,15.28,6,1038.45,925.555,112.899169921875,0.6569878969413945,NA,2400
7,57,STIXXAY,AD Carry,CLG,OPT,1,19.66,18,1038.45,940.363,98.0919189453125,0.6375306593483976,NA,2012
